geracao,melhor_medio,pior_medio,media_populacional
140,6868.6667,-394.4000,6015.2967
141,6868.8667,-501.7667,5976.2773
142,6868.8667,-468.2000,6037.5013
143,6868.8667,-498.1333,6034.3873
144,6868.8667,-401.0000,5979.3100
145,6868.8667,-392.1667,6155.6167
146,6868.8667,-422.8000,6138.4233
147,6868.8667,-460.0667,5989.6133
148,6868.8667,-440.2000,6056.2707
149,6868.8667,-491.0000,6114.8993
150,6868.8667,-462.8667,6099.1380
151,6868.8667,-527.0667,6100.1373
152,6868.8667,-436.2667,6078.6587
153,6868.8667,-662.8000,5953.2020
154,6868.8667,-526.7667,6076.3853
155,6868.8667,-429.5667,6142.7373
156,6868.8667,-424.8667,6011.1893
157,6868.8667,-562.9667,5986.5800
158,6868.8667,-471.1000,6071.5160
159,6868.8667,-537.4667,6050.6447
160,6868.8667,-406.0000,6092.4687
161,6868.8667,-437.3333,6008.4067
162,6868.8667,-444.8667,6025.4073
163,6868.8667,-466.4667,6111.6887
164,6868.8667,-461.7000,6086.7340
165,6868.8667,-430.0333,6054.9160
166,6868.8667,-487.3333,6008.8207
167,6868.8667,-499.2333,6026.3093
168,6868.8667,-482.0000,6028.4887
169,6868.8667,-470.7000,6099.0173
170,6868.8667,-503.5667,6112.9633
171,6868.8667,-498.0333,6163.7147
172,6868.8667,-502.9667,6006.8567
173,6868.8667,-532.0333,6003.3140
174,6868.8667,-525.6333,6036.6453
175,6868.8667,-498.5667,5974.5127
176,6868.8667,-571.1333,6117.9687
177,6868.8667,-431.7333,6039.0113
178,6868.8667,-493.8000,6049.9900
179,6868.8667,-501.8667,6098.8460
180,6868.8667,-360.9333,6063.4587
181,6868.8667,-603.8000,6025.0527
182,6868.8667,-404.1000,6094.8467
183,6868.8667,-470.7333,5961.0040
184,6868.8667,-530.9667,6117.3113
185,6868.8667,-605.5667,6057.9033
186,6868.8667,-360.8667,6026.7420
187,6868.8667,-436.2667,6006.4527
188,6868.8667,-523.0000,6090.0527
189,6868.8667,-474.0667,6065.6560
190,6868.8667,-501.4667,5957.2420
191,6868.8667,-534.4667,6061.9567
192,6868.8667,-468.5000,5999.1953
193,6868.8667,-601.4000,6082.5607
194,6868.8667,-577.5667,6093.2147
195,6868.8667,-429.3667,6026.7627
196,6868.8667,-507.0333,6124.8947
197,6868.8667,-531.0667,6046.7833
198,6868.8667,-636.4000,6026.4513
199,6868.8667,-341.5333,6011.7160
200,6868.8667,-273.8000,6036.4127
201,6868.8667,-471.6667,6072.2547
202,6868.8667,-472.5000,5997.6753
203,6868.8667,-395.7333,6108.1267
204,6868.8667,-462.5333,6081.0033
205,6868.8667,-500.1333,6073.9340
206,6868.8667,-436.2667,6041.9687
207,6868.8667,-559.5333,6022.2167
208,6868.8667,-507.2667,6064.3967
209,6869.0000,-234.4667,6072.7560
210,6869.0000,-526.1333,6114.5267
211,6869.0000,-502.8000,6073.8800
212,6869.0000,-599.7667,5996.5013
213,6869.0000,-510.4667,5991.2880
214,6869.0000,-438.9333,6054.9393
215,6869.0000,-531.6667,6068.6047
216,6869.0000,-601.0667,6054.2453
217,6869.0000,-322.4333,6134.1273
218,6869.0000,-314.8000,6093.3113
219,6869.0000,-249.5667,6047.3173
220,6869.0000,-535.8000,6056.1067
221,6869.0000,-495.1333,6105.8787
222,6869.0000,-572.7667,5956.1693
223,6869.0000,-469.7667,6086.1567
224,6869.0000,-457.1000,5956.6600
225,6869.2000,-566.6667,6031.3360
226,6869.2000,-495.8000,5993.2747
227,6869.2000,-498.5000,6071.2107
228,6869.2000,-462.0000,5952.4040
229,6869.2000,-263.3000,5994.3693
230,6869.2000,-502.3667,6061.7673
231,6869.2000,-365.9667,6023.0493
232,6869.2000,-264.4667,6045.6180
233,6869.2000,-604.3000,6047.3993
234,6869.2000,-462.6000,6058.9647
235,6869.2000,-473.8667,5990.9047
236,6869.2000,-569.8333,6021.7620
237,6869.2000,-637.8000,6071.5680
238,6869.2000,-433.6000,6085.1533
239,6869.2000,-563.0333,6101.0527
240,6869.2000,-387.8667,6097.7073
241,6869.2000,-395.7000,6071.0267
242,6869.2000,-456.7333,6105.8033
243,6869.2000,-380.0667,6007.1820
244,6869.2000,-391.0667,6129.5460
245,6869.2000,-389.8333,6146.3227
246,6869.2667,-497.5000,6085.7167
247,6869.2667,-452.4000,6058.2167
248,6869.2667,-501.2000,6064.0333
249,6869.2667,-536.8000,6029.5333
250,6869.2667,-496.9000,6031.9067
251,6869.2667,-458.3000,6047.8580
252,6869.2667,-497.7333,6081.2673
253,6869.2667,-605.2000,6024.4687
254,6869.2667,-251.2667,6087.7393
255,6869.3333,-532.0333,5911.1633
256,6869.3333,-537.1000,5931.2713
257,6869.3333,-455.5667,6058.1080
258,6869.3333,-461.8000,6043.4813
259,6869.3333,-461.6667,6029.6873
260,6869.3333,-530.3667,6066.5180
261,6869.3333,-595.4667,6079.8013
262,6869.3333,-436.6333,6137.4207
263,6869.3333,17.5000,5924.8013
264,6869.3333,-498.8000,6039.2800
265,6869.3333,-425.6667,6150.6880
266,6869.3333,-570.8333,6034.4087
267,6869.3333,-341.9000,6008.0400
268,6869.3333,-466.0333,6032.3787
269,6869.3333,-600.3333,5997.9347
270,6869.3333,-565.7000,6083.0213
271,6869.3333,-475.0333,5963.8447
272,6869.3333,-467.9333,5999.0973
273,6869.3333,-501.7667,6092.5940
274,6869.3333,-479.4667,5981.2073
275,6869.3333,-445.0667,6032.7647
276,6869.3333,-496.3000,6039.7660
277,6869.3333,-469.0000,6019.0313
278,6869.3333,-567.7667,6112.3507
279,6869.3333,-369.7667,6081.5967
280,6869.3333,-570.8333,5942.6607
281,6869.3333,-462.8000,6041.9567
282,6869.3333,-459.7000,6040.4433
283,6869.3333,-441.6000,6073.6987
284,6869.3333,-398.0000,6046.8480
285,6869.3333,-599.9333,6007.6847
286,6869.3333,-463.8667,6014.0153
287,6869.3333,-357.6000,6059.2700
288,6869.3333,-531.4000,6106.3313
289,6869.3333,-432.7000,6013.8787
290,6869.3333,-504.5000,6062.8200
291,6869.3333,-511.8000,6012.5113
292,6869.3333,-563.2667,6020.3587
293,6869.3333,-367.9000,6000.1573
294,6869.3333,-499.8333,6044.4440
295,6869.3333,-467.0000,6130.7593
296,6869.3333,-500.5333,5993.5807
297,6869.3333,-608.7667,6044.4187
298,6869.3333,-245.5667,6008.5480
299,6869.3333,-300.3333,6051.2413
300,6869.3333,-426.5333,6147.2673
301,6869.3333,-637.1333,6058.2513
302,6869.3333,-568.0000,5943.9600
303,6869.3333,-528.0667,6047.7320
304,6869.3333,-503.2000,6111.6547
305,6869.3333,-562.9667,5989.3520
306,6869.3333,-111.0000,6066.4840
307,6869.3333,-326.7000,6139.8220
308,6869.3333,-528.2667,6083.9820
309,6869.3333,-308.3667,6072.8293
310,6869.3333,-437.7667,6068.8720
311,6869.3333,-353.9333,6105.8460
312,6869.3333,-572.7000,6056.7840
313,6869.3333,-531.9667,6059.5673
314,6869.3333,-404.7667,6007.7007
315,6869.3333,-464.6333,6071.8133
316,6869.3333,-405.1000,6094.2167
317,6869.3333,-459.8667,6091.8707
318,6869.3333,-468.4000,6047.2240
319,6869.3333,-571.4000,6006.7533
320,6869.8000,-437.9667,6069.7607
321,6869.8000,-496.0333,6142.6620
322,6869.8000,-538.9000,5920.9593
323,6869.8000,165.7000,5990.2620
324,6869.8000,-437.8667,5974.1213
325,6869.8000,-606.7667,6094.1547
326,6869.8000,-599.6333,6169.1933
327,6869.8000,-522.4333,6073.5980
328,6869.8000,-533.3000,6002.1700
329,6869.8000,-197.9667,6180.4400
330,6869.8000,-568.5333,5977.8227
331,6869.8000,-567.0333,6044.4767
332,6869.8000,-571.4667,6119.4033
333,6869.8000,-471.1333,5954.6773
334,6869.8000,-431.4667,5910.7940
335,6869.8000,-397.4000,6086.5600
336,6869.8000,-435.0333,6067.7947
337,6869.8000,-228.0667,6071.4540
338,6869.8000,-495.7000,6055.4947
339,6869.8000,-413.8667,6001.7647
340,6869.8000,-431.6333,6055.3467
341,6869.8000,-527.2000,6022.8367
342,6869.8000,-529.1333,6058.2740
343,6869.8000,-561.9000,6000.3647
344,6869.8000,-312.3333,6019.0673
345,6869.8000,-183.8333,6055.7447
346,6869.8000,-487.7000,6096.3860
347,6869.8000,-537.4667,5995.5387
348,6869.8000,-569.3667,6065.6420
349,6869.8000,-339.2333,5997.6567
350,6869.8000,-630.3333,5923.1393
351,6869.8000,-603.2333,5939.2113
352,6869.8000,-441.6000,6026.8413
353,6869.8000,-554.7667,6023.4153
354,6869.8000,-460.0000,5950.9620
355,6869.8000,-496.2000,6010.1080
356,6869.8000,-545.9000,5947.1640
357,6869.8000,-597.3333,6069.5413
358,6869.8000,-425.4667,6031.6487
359,6869.8000,-493.9667,6043.1813
360,6869.8000,-203.4000,6079.2407
361,6869.8000,-456.6333,6152.4613
362,6869.8000,-593.8000,6087.3720
363,6869.8000,-574.1333,5877.9187
364,6869.8000,-539.8333,5967.9833
365,6869.8000,-402.7000,6023.2267
366,6869.8000,-569.9667,6029.5413
367,6869.8000,-596.6667,6110.3073
368,6869.8000,-494.9333,6023.9060
369,6869.8000,-603.9667,5974.2273
370,6869.8000,-553.3000,6072.6960
371,6869.8000,-577.0333,5969.1127
372,6869.8000,-596.7000,6045.4720
373,6869.8000,-570.7000,5994.1727
374,6869.8000,-605.8333,6035.9593
375,6869.8000,-458.6000,6112.7787
376,6869.8000,-495.8667,6049.0733
377,6869.8000,-569.9000,6106.0807
378,6869.8000,-530.4333,6028.2693
379,6869.8000,-530.4667,6079.8847
380,6869.8000,-513.3667,6005.0447
381,6869.8000,-472.2667,6063.3500
382,6869.8000,-374.2000,6035.5573
383,6869.8000,-433.0000,6105.6067
384,6869.8000,-393.5000,6081.3287
385,6869.8000,-567.8000,6013.8367
386,6869.8000,-263.0667,6039.1640
387,6869.8000,-442.3333,5963.8220
388,6869.8000,-600.6000,5990.7213
389,6869.8000,-439.8000,6042.7080
390,6869.8000,-468.3333,6047.3887
391,6869.8000,-541.5000,5969.8273
392,6869.8000,-491.0000,6126.0407
393,6869.8000,-462.2000,6058.0527
394,6869.8000,-388.2333,6041.2567
395,6869.8000,-469.2000,5995.4940
396,6869.8000,-573.3333,6078.9613
397,6869.8000,-540.2667,6105.7460
398,6869.8000,-367.4000,6188.1553
399,6869.8000,-536.4333,6059.1080
400,6869.8000,-394.3667,6059.0520
401,6869.8000,-429.4333,6060.0627
402,6869.8000,-604.9667,6008.6927
403,6869.8000,-490.6667,6049.7620
404,6869.8000,-593.3000,5945.6460
405,6869.8000,-530.7333,6010.4540
406,6869.8000,-564.6333,6014.7847
407,6869.8000,-535.8000,6010.8693
408,6869.8000,-493.1333,6077.8373
409,6869.8000,-562.8667,6016.5607
410,6869.8000,-535.2667,6036.4733
411,6869.8000,-524.5333,6095.4000
412,6869.8000,-427.1000,6011.5467
413,6869.8000,-492.7333,6095.9393
414,6869.8000,-560.8000,5982.8993
415,6869.8000,-245.6000,6086.8447
416,6869.8000,-499.4667,6084.5620
417,6869.8000,-561.3667,6003.2160
418,6869.8000,-475.3667,5892.4380
419,6869.8000,-491.8333,6010.4267
420,6869.8000,-603.3667,5949.0740
421,6869.8000,-332.2667,6077.9800
422,6869.8000,-507.1333,6015.5993
423,6869.8000,-568.5333,5993.8500
424,6869.8000,-538.9333,6133.0180
425,6869.8000,-461.8333,6184.8213
426,6869.8000,-453.0000,6132.2613
427,6869.8000,-454.7333,6157.9933
428,6869.8000,-567.7667,6039.5573
429,6869.8000,-564.6000,6048.6167
430,6869.8000,-429.6667,6119.4987
431,6869.8000,-539.0000,6059.7500
432,6869.8000,-422.3000,6082.1933
433,6869.8000,-675.2000,6036.5747
434,6869.8000,-424.6667,6145.8987
435,6869.8000,-582.9667,6047.7060
436,6869.8000,-536.9333,5967.7927
437,6869.8000,-455.2333,6075.8187
438,6869.8000,-398.6667,6164.2800
439,6869.8000,-606.0000,6098.8313
440,6869.8000,-439.8333,6085.9447
441,6869.8000,-568.7000,6015.3767
442,6869.8000,-525.4333,5986.7353
443,6869.8000,-532.1333,6043.7607
444,6869.8000,-234.2667,6029.1820
445,6869.8000,-431.9000,6002.2913
446,6869.8000,-530.4333,6059.1027
447,6869.8000,-399.9000,6172.8487
448,6869.8000,-489.1000,6095.7140
449,6869.8000,-595.0667,5949.0840
450,6869.8000,-566.1000,6092.6180
451,6869.8000,-639.5333,5928.6620
452,6869.8000,-453.1667,6168.9120
453,6869.8000,-469.7333,6105.7900
454,6869.8000,-459.8333,6002.7747
455,6869.8000,-572.3667,6014.8560
456,6869.8000,-566.3667,6129.0787
457,6869.8000,-464.9333,6043.2767
458,6869.8000,-483.9333,6037.1953
459,6869.8000,-574.5667,6016.2653
460,6869.8000,-496.6000,6036.7467
461,6869.8000,-576.6000,5958.7553
462,6869.8000,-497.3667,6016.3067
463,6869.8000,-338.8667,6042.2420
464,6869.8000,-470.8667,6069.0153
465,6869.8000,-538.5000,6093.7960
466,6869.8000,-434.5000,6003.6107
467,6869.8000,-599.1667,5954.0607
468,6869.8000,-403.6333,5999.9960
469,6869.8000,-598.2000,6063.3487
470,6869.8000,-535.3333,6084.6033
471,6869.8000,-493.0667,6129.6360
472,6869.8000,-459.2333,6050.3647
473,6869.8000,-629.8000,6011.7487
474,6869.8000,-564.1667,6008.7660
475,6869.8000,-332.8667,6009.2460
476,6869.8000,-498.1000,5997.3400
477,6869.8000,-273.8667,6086.8173
478,6869.8000,-569.4333,6112.4753
479,6869.8000,-460.0000,6034.6753
480,6869.8000,-428.6000,5932.6200
481,6869.8000,-637.1000,5981.1573
482,6869.8000,-355.1000,6108.1973
483,6869.9333,-452.3000,6139.0333
484,6869.9333,-278.5000,6015.6433
485,6869.9333,-437.0667,5992.7260
486,6869.9333,-501.9333,6043.8073
487,6869.9333,-564.6000,6104.3447
488,6869.9333,-598.3333,6029.3013
489,6869.9333,-535.4000,5962.3840
490,6869.9333,-499.7667,6071.5500
491,6869.9333,-532.3333,6056.8640
492,6869.9333,-527.6000,6016.2020
493,6869.9333,-605.5000,6076.2673
494,6869.9333,-278.6000,6108.1053
495,6869.9333,-532.8667,6088.9333
496,6869.9333,-499.7333,6047.5127
497,6869.9333,-97.0333,6101.1440
498,6869.9333,-528.1000,6069.0747
499,6869.9333,-398.0667,6059.7987
500,6869.9333,-364.7667,5994.8880
501,6869.9333,-560.9000,6011.1553
502,6869.9333,-602.5333,5901.3287
503,6869.9333,-636.0667,6136.6860
504,6869.9333,-325.3333,6187.6900
505,6869.9333,-488.1333,6113.2013
506,6869.9333,-529.9667,6064.9527
507,6869.9333,-605.6333,6080.8033
508,6869.9333,-498.1667,6097.9127
509,6869.9333,-532.2667,5982.2653
510,6869.9333,-307.5000,6028.1047
511,6869.9333,-568.5667,6024.7973
512,6869.9333,-494.8333,6006.0780
513,6869.9333,-509.1000,5983.2287
514,6869.9333,-489.8000,6082.6167
515,6869.9333,-574.5667,6150.6347
516,6869.9333,-604.6667,6138.2987
517,6869.9333,-396.5667,6111.2293
518,6869.9333,-425.2333,5977.4627
519,6869.9333,-502.4000,6066.4560
520,6869.9333,-638.7667,6076.9240
521,6869.9333,-367.7000,6015.7540
522,6869.9333,-493.0667,6057.4300
523,6869.9333,-433.5667,6066.6407
524,6869.9333,-400.4333,6036.7407
525,6869.9333,-565.8000,5948.9587
526,6869.9333,-495.3000,6013.1367
527,6869.9333,-555.2667,6041.7373
528,6869.9333,-562.4333,6027.8420
529,6869.9333,-498.2667,5956.4113
530,6869.9333,-497.9000,6023.8853
531,6869.9333,-506.3667,6074.6907
532,6869.9333,-525.8667,6095.0667
533,6869.9333,-491.3333,6026.9267
534,6869.9333,-628.7000,6005.5160
535,6869.9333,-453.7667,6041.2467
536,6869.9333,-425.0000,6123.0480
537,6869.9333,-595.8667,6031.5760
538,6869.9333,-564.1333,6064.0727
539,6869.9333,-610.5667,5911.6913
540,6869.9333,-534.7333,5947.6987
541,6869.9333,-575.1667,6053.8120
542,6869.9333,-505.3000,5980.2560
543,6869.9333,-464.6000,6057.4033
544,6869.9333,-576.1333,6020.6867
545,6869.9333,-466.3333,5988.4373
546,6869.9333,-431.8000,6110.7620
547,6869.9333,-391.0667,6074.8200
548,6869.9333,-465.4333,6096.7853
549,6869.9333,-433.1333,6033.7693
550,6869.9333,-571.1333,6105.5127
551,6869.9333,-361.5000,6085.6927
552,6869.9333,-400.5000,6022.0273
553,6869.9333,-82.4333,6155.0660
554,6869.9333,-496.6000,6043.8380
555,6869.9333,-590.5667,5977.6753
556,6869.9333,-504.2333,6052.5620
557,6869.9333,-630.1000,6067.2247
558,6869.9333,-431.9667,5918.4180
559,6869.9333,-518.7000,6079.6547
560,6869.9333,-429.1000,6014.2580
561,6869.9333,-494.9333,6048.4540
562,6869.9333,-465.2667,6114.3207
563,6869.9333,-428.9333,5968.9893
564,6869.9333,-318.7667,6100.4227
565,6869.9333,-538.2333,6110.2273
566,6869.9333,-607.5000,5976.5847
567,6869.9333,-542.0000,6042.4713
568,6869.9333,-465.3667,6055.4107
569,6869.9333,-424.3000,5999.6393
570,6869.9333,-493.5667,5968.4027
571,6869.9333,-573.5000,5947.3040
572,6869.9333,-527.0000,6137.1220
573,6869.9333,-426.9667,6063.0300
574,6869.9333,-500.0667,6091.2200
575,6869.9333,-494.6333,6024.2560
576,6869.9333,-500.2667,6080.4020
577,6869.9333,-390.4667,6066.7047
578,6869.9333,-499.9667,6036.8600
579,6869.9333,-566.3667,6041.7260
580,6869.9333,-315.8667,6102.5580
581,6869.9333,-428.0333,6046.5000
582,6869.9333,-398.0000,6159.5080
583,6869.9333,-510.0000,6139.8353
584,6869.9333,-539.3333,5984.0200
585,6869.9333,-527.4000,6039.6753
586,6869.9333,-429.0667,6082.9700
587,6869.9333,-527.7000,6064.6987
588,6869.9333,-493.8333,6029.5160
589,6869.9333,-605.0000,6004.4460
590,6869.9333,-603.9667,5959.0100
591,6869.9333,-519.6000,6076.8240
592,6869.9333,-501.9333,6075.4340
593,6869.9333,-534.8667,6029.0827
594,6869.9333,-494.0667,6111.2973
595,6869.9333,-532.3000,6080.7927
596,6869.9333,-231.9000,6001.7800
597,6869.9333,-540.6333,6049.5467
598,6869.9333,-460.7000,6160.1107
599,6869.9333,-459.2000,6049.8960
600,6869.9333,-532.9667,6098.7453
601,6869.9333,-243.5333,6065.2100
602,6869.9333,-462.5667,6035.2687
603,6869.9333,-434.8333,5966.6320
604,6869.9333,-493.3333,6032.4893
605,6869.9333,-611.8667,6035.4680
606,6869.9333,-564.9000,6091.0467
607,6869.9333,-537.4000,6070.5520
608,6869.9333,-680.8667,6034.7160
609,6869.9333,-509.1333,6005.7933
610,6869.9333,-534.2333,5924.9967
611,6869.9333,-451.4333,6159.8007
612,6869.9333,-390.1000,6072.6260
613,6869.9333,-541.5333,5899.0480
614,6869.9333,-279.1000,6090.2907
615,6869.9333,-568.3333,6065.2073
616,6869.9333,-573.0333,6071.7267
617,6869.9333,-505.4000,6073.5473
618,6869.9333,-570.5000,6052.8327
619,6869.9333,-562.9000,6073.7273
620,6869.9333,-560.1667,6099.5980
621,6869.9333,-491.5000,5912.0700
622,6869.9333,-454.8000,6146.1460
623,6869.9333,-399.1000,6195.8513
624,6869.9333,-482.1667,6101.1980
625,6869.9333,-576.8667,5923.9793
626,6869.9333,-565.2000,6079.2867
627,6869.9333,-564.4333,5972.8587
628,6869.9333,-576.8333,6023.4767
629,6869.9333,-425.8000,6128.8293
630,6869.9333,-603.9333,6118.7567
631,6869.9333,-382.8667,6118.5380
632,6869.9333,-432.1333,6001.1873
633,6869.9333,-460.9667,6086.3267
634,6869.9333,-376.7667,6058.5020
635,6869.9333,-530.2000,5988.4927
636,6869.9333,-541.7333,6042.8447
637,6869.9333,-471.1000,6014.5253
638,6869.9333,-498.6333,5985.8167
639,6869.9333,-597.5667,6070.4173
640,6869.9333,-267.7667,6026.3580
641,6869.9333,-298.8333,6050.3813
642,6869.9333,-458.4000,6151.7673
643,6869.9333,-638.3000,6027.6267
644,6869.9333,-488.4333,6070.5353
645,6869.9333,-579.3667,6002.4427
646,6869.9333,-367.4333,6040.5040
647,6869.9333,-607.0667,6056.8820
648,6869.9333,-568.7000,6118.8540
649,6869.9333,-545.8667,6014.5380
650,6869.9333,-541.4667,6077.5740
651,6869.9333,-605.3000,6030.3767
652,6869.9333,-493.8667,6150.0520
653,6869.9333,-56.2000,6117.5253
654,6869.9333,-566.5333,6062.8780
655,6869.9333,-491.0000,6083.7520
656,6869.9333,-565.9667,6091.3393
657,6869.9333,-456.1333,6124.2567
658,6869.9333,-90.3000,6220.5693
659,6869.9333,-383.3667,5983.5193
660,6869.9333,-529.8000,6043.8160
661,6869.9333,-110.0333,6115.5680
662,6869.9333,-500.0000,6070.0687
663,6869.9333,-606.9000,6019.1793
664,6869.9333,-492.4667,6087.1973
665,6869.9333,-505.6000,6008.7800
666,6869.9333,-458.6667,6056.5313
667,6869.9333,-568.3333,6091.6060
668,6869.9333,-486.2667,6109.5187
669,6869.9333,-465.3667,5981.4060
670,6869.9333,-537.5333,5961.2287
671,6869.9333,-294.6667,6102.2533
672,6869.9333,-538.3000,6092.3533
673,6869.9333,-540.9333,6105.1207
674,6869.9333,-509.3333,6008.8580
675,6869.9333,-388.9333,6026.0280
676,6869.9333,-506.2667,5913.2873
677,6869.9333,-458.3000,6108.7027
678,6869.9333,-349.1333,6154.4593
679,6869.9333,-423.6667,6121.3900
680,6869.9333,-470.7667,6003.6520
681,6869.9333,-401.9333,6018.3853
682,6869.9333,-496.7333,6025.6573
683,6869.9333,-459.0667,6057.9300
684,6869.9333,-301.2000,6158.4067
685,6869.9333,-542.8000,6064.3100
686,6869.9333,-594.6000,6031.5633
687,6869.9333,-540.6333,5941.1527
688,6869.9333,-441.6667,5903.2987
689,6869.9333,-568.1000,6014.5747
690,6869.9333,-676.8333,5971.7807
691,6869.9333,-539.9000,6074.5060
692,6869.9333,-539.3000,6063.7780
693,6869.9333,-405.4667,6080.2147
694,6869.9333,-608.0333,6050.9333
695,6869.9333,-529.0333,6098.1327
696,6869.9333,-362.9667,6026.4087
