geracao,melhor,pior,media
696,7087.0000,-997.0000,6723.1200
697,7087.0000,6080.0000,7066.6200
698,7087.0000,6080.0000,7046.6000
699,7087.0000,-997.0000,6601.8000
700,7087.0000,-997.0000,6884.9600
701,7087.0000,-997.0000,6904.8200
702,7087.0000,6080.0000,7066.7400
703,7087.0000,-997.0000,6743.0600
704,7087.0000,6080.0000,7026.3800
705,7087.0000,-997.0000,6925.1600
706,7087.0000,6070.0000,7046.2800
707,7087.0000,-997.0000,6904.9400
708,7087.0000,-997.0000,6885.0000
709,7087.0000,-997.0000,6541.5400
710,7087.0000,-997.0000,6743.2200
711,7087.0000,6080.0000,7066.7400
712,7087.0000,-997.0000,6581.5800
713,7087.0000,-997.0000,6925.1600
714,7087.0000,6080.0000,7026.3400
715,7087.0000,-997.0000,6925.1600
716,7087.0000,-997.0000,6864.8200
717,7087.0000,-997.0000,6925.0800
718,7087.0000,-997.0000,6683.0400
719,7087.0000,-997.0000,6420.0200
720,7087.0000,-997.0000,6722.9600
721,7087.0000,-997.0000,6884.8800
722,7087.0000,6080.0000,7066.7800
723,7087.0000,-994.0000,6905.2000
724,7087.0000,-997.0000,6743.4600
725,7087.0000,-997.0000,6743.1800
726,7087.0000,-997.0000,6884.6400
727,7087.0000,-997.0000,6743.4600
728,7087.0000,-997.0000,6884.8000
729,7087.0000,-997.0000,6925.3200
730,7087.0000,-997.0000,6662.7400
731,7087.0000,7079.0000,7086.7600
732,7087.0000,-994.0000,6925.2200
733,7087.0000,-997.0000,6904.9000
734,7087.0000,-997.0000,6743.3800
735,7087.0000,-997.0000,6723.3200
736,7087.0000,6080.0000,7006.2800
737,7087.0000,-997.0000,6763.6400
738,7087.0000,-997.0000,6904.8600
739,7087.0000,6080.0000,7026.5800
740,7087.0000,-997.0000,6925.1600
741,7087.0000,-997.0000,6904.9400
742,7087.0000,-997.0000,6561.6800
743,7087.0000,-997.0000,6763.5600
744,7087.0000,7079.0000,7086.8000
745,7087.0000,-997.0000,6662.6200
746,7087.0000,-997.0000,6723.2000
747,7087.0000,7085.0000,7086.9200
748,7087.0000,-997.0000,6702.4200
749,7087.0000,-997.0000,6561.5600
750,7087.0000,-997.0000,6581.5600
751,7087.0000,-997.0000,6925.0800
752,7087.0000,-997.0000,6581.6200
753,7087.0000,-997.0000,6763.5200
754,7087.0000,6080.0000,7066.6200
755,7087.0000,-997.0000,6379.6200
756,7087.0000,-997.0000,6723.3200
757,7087.0000,-997.0000,6884.7200
758,7087.0000,7081.0000,7086.8000
759,7087.0000,-997.0000,6743.4600
760,7087.0000,-997.0000,6763.5600
761,7087.0000,-997.0000,6905.1400
762,7087.0000,-997.0000,6904.9400
763,7087.0000,6080.0000,7046.2400
764,7087.0000,6070.0000,7046.2400
765,7087.0000,-997.0000,6884.8400
766,7087.0000,-997.0000,6885.0000
767,7087.0000,-997.0000,6399.8000
768,7087.0000,6070.0000,6986.1000
769,7087.0000,6080.0000,7066.7400
770,7087.0000,-994.0000,6884.7800
771,7087.0000,-997.0000,6561.4800
772,7087.0000,-997.0000,6904.7400
773,7087.0000,-997.0000,6824.4200
774,7087.0000,6080.0000,7046.6400
775,7087.0000,-997.0000,6601.9200
776,7087.0000,6070.0000,7066.5000
777,7087.0000,-997.0000,6420.0600
778,7087.0000,-997.0000,6904.9800
779,7087.0000,-997.0000,6399.8800
780,7087.0000,-997.0000,6743.4600
781,7087.0000,-997.0000,6439.9400
782,7087.0000,-997.0000,6399.9200
783,7087.0000,-997.0000,6925.0000
784,7087.0000,-994.0000,6925.1400
785,7087.0000,-997.0000,6723.4200
786,7087.0000,-997.0000,6763.3600
787,7087.0000,-994.0000,6884.9000
788,7087.0000,-997.0000,6703.1400
789,7087.0000,-997.0000,6723.0600
790,7087.0000,6080.0000,7026.2200
791,7087.0000,6080.0000,7026.3000
792,7087.0000,6080.0000,7066.4200
793,7087.0000,-997.0000,6743.4200
794,7087.0000,-997.0000,6601.6400
795,7087.0000,6080.0000,7046.3600
796,7087.0000,6080.0000,7066.5800
797,7087.0000,-997.0000,6722.8400
798,7087.0000,-997.0000,6904.6600
799,7087.0000,-997.0000,6905.1400
800,7087.0000,6080.0000,7066.6600
801,7087.0000,-997.0000,6924.9600
802,7087.0000,6080.0000,7066.6200
803,7087.0000,-997.0000,6217.8600
804,7087.0000,-997.0000,6884.8400
805,7087.0000,-997.0000,6905.1000
806,7087.0000,-997.0000,6905.1400
807,7087.0000,7081.0000,7086.8000
808,7087.0000,-997.0000,6763.6400
809,7087.0000,6080.0000,7026.3800
810,7087.0000,-997.0000,6925.2400
811,7087.0000,-997.0000,6884.7600
812,7087.0000,-997.0000,6763.4800
813,7087.0000,-997.0000,6905.1000
814,7087.0000,6080.0000,7026.4600
815,7087.0000,6080.0000,7066.6600
816,7087.0000,6082.0000,7066.9000
817,7087.0000,-997.0000,6420.0800
818,7087.0000,7087.0000,7087.0000
819,7087.0000,6080.0000,7066.6200
820,7087.0000,-997.0000,6925.1200
821,7087.0000,-997.0000,6763.4800
822,7087.0000,-997.0000,6905.1400
823,7087.0000,-997.0000,6905.0200
824,7087.0000,-997.0000,6763.5800
825,7087.0000,6080.0000,7066.3000
826,7087.0000,-994.0000,6925.2200
827,7087.0000,-997.0000,6763.4400
828,7087.0000,-997.0000,6925.0000
829,7087.0000,-997.0000,6723.1400
830,7087.0000,-994.0000,6743.4600
831,7087.0000,-997.0000,6601.7800
832,7087.0000,-997.0000,6904.6600
833,7087.0000,-997.0000,6723.0000
834,7087.0000,-997.0000,6925.2000
835,7087.0000,-997.0000,6904.9400
836,7087.0000,-994.0000,6925.3400
837,7087.0000,-997.0000,6925.1200
838,7087.0000,-997.0000,6581.6800
839,7087.0000,-997.0000,6743.0800
840,7087.0000,6080.0000,7046.6400
841,7087.0000,-997.0000,6763.6000
842,7087.0000,-997.0000,6480.6800
843,7087.0000,-997.0000,6925.0800
844,7087.0000,7081.0000,7086.5200
845,7087.0000,-997.0000,6581.8000
846,7087.0000,6070.0000,7066.3800
847,7087.0000,-997.0000,6864.6200
848,7087.0000,-997.0000,6723.3000
849,7087.0000,6080.0000,7046.5200
850,7087.0000,-997.0000,6702.4600
851,7087.0000,6070.0000,7066.5800
852,7087.0000,6070.0000,7026.1000
853,7087.0000,6070.0000,7026.1400
854,7087.0000,6080.0000,7046.4400
855,7087.0000,-997.0000,6824.3400
856,7087.0000,-997.0000,6581.7800
857,7087.0000,-997.0000,6884.9200
858,7087.0000,-997.0000,6723.1600
859,7087.0000,-997.0000,6581.5000
860,7087.0000,-997.0000,6440.2400
861,7087.0000,-997.0000,6884.6800
862,7087.0000,-997.0000,6925.2800
863,7087.0000,-997.0000,6723.2000
864,7087.0000,-997.0000,6763.4800
865,7087.0000,-997.0000,6884.3600
866,7087.0000,-997.0000,6399.7200
867,7087.0000,6080.0000,7046.4800
868,7087.0000,-997.0000,6763.6000
869,7087.0000,6080.0000,7066.6600
870,7087.0000,6080.0000,7066.7000
871,7087.0000,6070.0000,7066.5800
872,7087.0000,-997.0000,6905.1400
873,7087.0000,-997.0000,6702.8600
874,7087.0000,-997.0000,6864.6600
875,7087.0000,6070.0000,6985.7400
876,7087.0000,-997.0000,6581.7000
877,7087.0000,6080.0000,7066.7000
878,7087.0000,-997.0000,6925.1600
879,7087.0000,-997.0000,6925.2800
880,7087.0000,-997.0000,6884.9200
881,7087.0000,-997.0000,6904.9000
882,7087.0000,7085.0000,7086.9200
883,7087.0000,-997.0000,6722.8800
884,7087.0000,-997.0000,6581.4600
885,7087.0000,-997.0000,6884.5600
886,7087.0000,-997.0000,6925.2000
887,7087.0000,-997.0000,6884.9200
888,7087.0000,-997.0000,6884.6000
889,7087.0000,-997.0000,6925.3200
890,7087.0000,6070.0000,7066.3800
891,7087.0000,7081.0000,7086.7200
892,7087.0000,-997.0000,6844.2000
893,7087.0000,-997.0000,6904.8200
894,7087.0000,-997.0000,6904.8600
895,7087.0000,6080.0000,7026.5400
896,7087.0000,-997.0000,6722.8800
897,7087.0000,-997.0000,6904.9800
898,7087.0000,6080.0000,7066.5800
899,7087.0000,-997.0000,6723.1200
900,7087.0000,6070.0000,7046.5200
901,7087.0000,-997.0000,6884.5600
902,7087.0000,-997.0000,6743.0600
903,7087.0000,-997.0000,6905.1000
904,7087.0000,-997.0000,6541.0600
905,7087.0000,-997.0000,6884.7600
906,7087.0000,6070.0000,7066.4600
907,7087.0000,-997.0000,6440.3400
908,7087.0000,-997.0000,6723.1200
909,7087.0000,-997.0000,6864.5000
910,7087.0000,6080.0000,7066.6200
911,7087.0000,-997.0000,6723.2800
912,7087.0000,-997.0000,6925.2000
913,7087.0000,6080.0000,7046.6800
914,7087.0000,6080.0000,7046.7200
915,7087.0000,6082.0000,7066.9000
916,7087.0000,6080.0000,7046.6800
917,7087.0000,-997.0000,6884.9200
918,7087.0000,-997.0000,6561.7200
919,7087.0000,-997.0000,6905.0200
920,7087.0000,-997.0000,6844.4800
921,7087.0000,6080.0000,7066.5400
922,7087.0000,7079.0000,7086.5600
923,7087.0000,-997.0000,6905.1000
924,7087.0000,6080.0000,7026.3000
925,7087.0000,6080.0000,7046.4400
926,7087.0000,6070.0000,7026.3800
927,7087.0000,-997.0000,6904.9000
928,7087.0000,6080.0000,7046.6400
929,7087.0000,-997.0000,6864.4600
930,7087.0000,6080.0000,7026.4600
931,7087.0000,-997.0000,6743.3800
932,7087.0000,6080.0000,7026.1400
933,7087.0000,-997.0000,6904.7400
934,7087.0000,-997.0000,6561.4000
935,7087.0000,-997.0000,6722.9600
936,7087.0000,-997.0000,6561.4800
937,7087.0000,7079.0000,7086.5200
938,7087.0000,-997.0000,6864.7400
939,7087.0000,-997.0000,6743.4800
940,7087.0000,-997.0000,6904.8600
941,7087.0000,-997.0000,6884.8000
942,7087.0000,6080.0000,7026.5000
943,7087.0000,-997.0000,6904.6200
944,7087.0000,6070.0000,7066.4200
945,7087.0000,7085.0000,7086.8800
946,7087.0000,7081.0000,7086.7600
947,7087.0000,7085.0000,7086.8400
948,7087.0000,6070.0000,7046.4400
949,7087.0000,-997.0000,6743.2600
950,7087.0000,-997.0000,6884.6800
951,7087.0000,-997.0000,6884.7600
952,7087.0000,-994.0000,6884.9400
953,7087.0000,-997.0000,6925.1600
954,7087.0000,6080.0000,7026.5000
955,7087.0000,7085.0000,7086.9200
956,7087.0000,-997.0000,6925.2800
957,7087.0000,-997.0000,6743.0200
958,7087.0000,-997.0000,6864.3800
959,7087.0000,-997.0000,6844.5600
960,7087.0000,-997.0000,6885.0800
961,7087.0000,-997.0000,6682.4800
962,7087.0000,6080.0000,7066.6200
963,7087.0000,-997.0000,6925.1200
964,7087.0000,-997.0000,6925.1600
965,7087.0000,-997.0000,6904.9800
966,7087.0000,-997.0000,6905.0600
967,7087.0000,-997.0000,6864.9000
968,7087.0000,-997.0000,6904.8600
969,7087.0000,6080.0000,7066.7800
970,7087.0000,-997.0000,6905.0200
971,7087.0000,-997.0000,6904.7000
972,7087.0000,6080.0000,7066.5400
973,7087.0000,-997.0000,6904.6200
974,7087.0000,-997.0000,6905.1800
975,7087.0000,6070.0000,7066.5400
976,7087.0000,7085.0000,7086.9200
977,7087.0000,-994.0000,6884.6600
978,7087.0000,6070.0000,7066.5800
979,7087.0000,-997.0000,6904.9800
980,7087.0000,-994.0000,6904.8800
981,7087.0000,6070.0000,7025.7000
982,7087.0000,-997.0000,6884.4800
983,7087.0000,-997.0000,6722.5200
984,7087.0000,-997.0000,6864.2600
985,7087.0000,6070.0000,7026.2600
986,7087.0000,7081.0000,7086.7600
987,7087.0000,-997.0000,6742.9800
988,7087.0000,-997.0000,6743.2600
989,7087.0000,-997.0000,6864.7400
990,7087.0000,-994.0000,6884.7000
991,7087.0000,6080.0000,7026.5400
992,7087.0000,6070.0000,7026.2600
993,7087.0000,-997.0000,6419.8200
994,7087.0000,-997.0000,6905.1000
995,7087.0000,6070.0000,7025.8600
996,7087.0000,6070.0000,7066.3400
997,7087.0000,7081.0000,7086.6400
998,7087.0000,7085.0000,7086.7600
999,7087.0000,-997.0000,6743.1800
1000,7087.0000,-997.0000,6885.0000
