geracao,melhor_medio,pior_medio,media_populacional
213,7024.0667,643.2333,6691.0693
214,7024.0667,408.3000,6649.3760
215,7024.0667,644.1333,6694.8660
216,7024.0667,407.2667,6698.9573
217,7024.0667,174.0000,6654.7067
218,7024.0667,173.0000,6605.8773
219,7024.0667,173.4667,6682.3840
220,7024.0667,879.8667,6683.0040
221,7024.0667,642.0667,6632.3593
222,7024.0667,408.0667,6653.4107
223,7024.0667,2053.2667,6724.0207
224,7024.0667,408.2667,6672.6840
225,7024.0667,644.1667,6658.0013
226,7024.0667,176.9333,6715.3147
227,7024.0667,174.0667,6660.1313
228,7024.0667,1107.7667,6770.3633
229,7024.0667,1345.7667,6706.2367
230,7024.0667,1575.4000,6694.7340
231,7024.1333,1340.9333,6702.0720
232,7024.1333,1108.5333,6712.7500
233,7024.1333,407.3667,6606.1600
234,7024.1333,642.9667,6656.1733
235,7024.1333,1344.7000,6651.7993
236,7024.1333,410.6333,6658.1513
237,7024.1333,440.2000,6659.6067
238,7024.1333,877.2000,6727.8873
239,7024.1333,204.3000,6654.7840
240,7024.1333,640.2000,6697.5760
241,7024.1333,174.8667,6697.5067
242,7024.1333,639.6000,6710.6667
243,7024.1333,175.7667,6688.2493
244,7024.1333,1347.1333,6682.9613
245,7024.1333,-59.2333,6677.4733
246,7024.2000,205.4000,6685.1693
247,7024.2000,1112.0000,6711.9693
248,7024.2000,407.0333,6678.0480
249,7024.2000,408.1667,6684.8400
250,7024.2000,-63.2667,6670.9053
251,7024.2000,172.5667,6646.2100
252,7024.2000,1344.5667,6749.5973
253,7024.2000,878.5333,6705.6527
254,7024.2000,-59.2000,6607.1960
255,7024.2000,874.4333,6703.0560
256,7024.2000,875.3667,6707.1300
257,7024.2000,1348.3667,6673.5673
258,7024.2000,1109.5667,6705.5193
259,7024.2000,878.0000,6704.3520
260,7024.2000,877.9667,6644.1107
261,7024.2000,176.0000,6704.8780
262,7024.2000,1808.5000,6721.3740
263,7024.2000,176.2000,6685.3960
264,7024.2000,1112.8000,6722.2073
265,7024.2000,409.1000,6626.0440
266,7024.2000,873.3333,6686.1300
267,7024.2000,407.6667,6676.4907
268,7024.2000,878.0333,6661.8460
269,7024.2000,871.8667,6610.4400
270,7024.2000,1580.1333,6765.8440
271,7024.2000,880.0333,6730.7520
272,7024.2000,2547.1667,6729.8327
273,7024.2000,174.0667,6697.4573
274,7024.2000,-295.1000,6695.7913
275,7024.2000,1105.8000,6709.7713
276,7024.2000,410.6000,6722.6467
277,7024.2000,645.7000,6690.9127
278,7024.2000,174.0000,6627.7027
279,7024.2000,-292.9667,6684.8787
280,7024.2000,176.0333,6653.1213
281,7024.2000,640.4667,6647.1213
282,7024.2000,1113.5667,6704.1373
283,7024.2000,641.2667,6699.3500
284,7024.2000,1344.1667,6668.9453
285,7024.2000,1106.5667,6643.3667
286,7024.2000,1814.4667,6717.7953
287,7024.2000,407.7000,6700.0473
288,7024.2000,876.5667,6750.2067
289,7024.2000,412.0333,6666.2727
290,7024.2000,173.6667,6640.2980
291,7024.2000,1580.8333,6710.1547
292,7024.2000,874.1333,6712.5560
293,7024.2000,879.8667,6736.1987
294,7024.2000,1577.9667,6785.7540
295,7024.2000,642.7000,6635.8713
296,7024.2000,642.4333,6684.6047
297,7024.2000,407.4000,6691.8000
298,7024.2000,408.4667,6633.1640
299,7024.2000,874.7667,6656.5420
300,7024.2000,409.5333,6669.1133
301,7024.2000,174.2667,6677.4193
302,7024.2000,875.9000,6652.2240
303,7024.2000,1113.0000,6693.5387
304,7024.2000,1109.2667,6733.4107
305,7024.2000,1109.7333,6750.9320
306,7024.2000,1109.7667,6739.2667
307,7024.2000,642.4667,6698.8980
308,7024.2000,406.1000,6652.9853
309,7024.2000,875.5000,6693.9053
310,7024.2000,1112.4667,6690.6707
311,7024.8000,641.7000,6652.7633
312,7024.8000,-59.0000,6625.7073
313,7024.8000,2275.4667,6753.3133
314,7024.8000,-524.9000,6628.8720
315,7024.8000,1108.2000,6681.0300
316,7024.8000,641.3667,6697.2420
317,7024.8000,643.5333,6624.5580
318,7024.8000,409.2333,6635.4047
319,7024.8000,1106.9333,6702.5293
320,7024.8000,878.7000,6697.0507
321,7024.8000,409.0667,6661.8527
322,7024.8000,1110.3333,6689.7553
323,7024.8000,1346.6667,6695.9113
324,7024.8000,406.1333,6658.1620
325,7024.8000,643.9667,6716.8020
326,7024.8000,875.7000,6707.4647
327,7024.8000,643.8667,6636.7340
328,7024.8000,1112.0000,6636.1187
329,7024.8000,1108.5333,6686.8860
330,7024.8000,406.2000,6679.3413
331,7024.8000,174.6000,6663.0600
332,7024.8000,640.8000,6662.6840
333,7024.8000,641.7000,6620.3893
334,7024.8000,1111.1667,6683.8773
335,7024.8000,173.2333,6697.0147
336,7024.8000,876.9333,6676.1253
337,7024.8000,411.9333,6685.0220
338,7024.8000,174.6667,6650.5333
339,7024.8000,646.0000,6678.9167
340,7024.8000,1342.4333,6693.4487
341,7024.8000,1347.1333,6709.8853
342,7024.8000,173.1667,6691.0807
343,7024.8667,1347.7667,6685.9740
344,7024.8667,878.2333,6690.0847
345,7024.8667,-292.5000,6618.4000
346,7024.8667,409.6000,6662.8687
347,7024.8667,1346.3000,6745.5873
348,7024.8667,876.8333,6702.0200
349,7024.8667,1110.4667,6711.5980
350,7024.8667,1110.5667,6741.6847
351,7024.8667,1813.9667,6780.0707
352,7024.8667,410.7000,6699.5033
353,7024.8667,638.8333,6670.4673
354,7024.8667,173.7333,6683.3053
355,7024.8667,875.2667,6690.7807
356,7024.8667,1345.4333,6745.6567
357,7024.8667,1811.9000,6762.1107
358,7024.8667,1109.8000,6725.3540
359,7024.8667,641.9000,6694.9640
360,7024.8667,639.9333,6684.4253
361,7024.8667,1345.7000,6710.7287
362,7024.8667,173.6667,6680.5840
363,7024.8667,1578.9667,6690.0233
364,7024.8667,1109.3333,6707.8053
365,7024.8667,640.7667,6712.3373
366,7024.8667,410.1667,6698.7700
367,7024.8667,1112.1667,6727.5367
368,7024.8667,876.6333,6671.6347
369,7024.8667,644.8333,6692.6547
370,7024.8667,638.8667,6698.9327
371,7024.8667,-60.2333,6656.2000
372,7024.8667,-61.1000,6682.6640
373,7024.8667,405.7667,6739.8253
374,7024.8667,1344.2333,6691.0347
375,7024.8667,647.0333,6668.1360
376,7024.8667,875.5667,6657.2173
377,7024.8667,1108.6667,6670.8527
378,7024.8667,1111.8000,6736.4080
379,7024.8667,880.0000,6694.8107
380,7024.8667,-528.7333,6628.4247
381,7024.8667,875.8667,6714.9887
382,7024.8667,1575.8333,6690.1700
383,7024.8667,1342.7333,6681.0667
384,7024.8667,410.9000,6662.5747
385,7024.8667,644.3333,6683.3793
386,7024.8667,-58.1000,6633.4867
387,7024.8667,879.7667,6676.1540
